epoch,train_loss,train_mean_error_deg,train_median_error_deg,train_constant_mean_error_deg,train_improvement_vs_constant_deg
75,3.722389619365001,0.2921712463358398,0.18122291564941406,88.70894152837415,88.41677028203831
76,3.722420630775498,0.27520195319138985,0.16126251220703125,88.70894152837415,88.43373957518277
77,3.7223576622436587,0.2891230273764446,0.17536163330078125,88.70894152837415,88.4198185009977
78,3.722387570421953,0.26712976077603756,0.14556264877319336,88.70894152837415,88.44181176759811
79,3.722364659610445,0.27171847978037783,0.15750837326049805,88.70894152837415,88.43722304859378
80,3.722352669438131,0.2626466824277636,0.13855838775634766,88.70894152837415,88.4462948459464
81,3.72236336107895,0.2572869776151581,0.1298236846923828,88.70894152837415,88.451654550759
82,3.722342004212731,0.25200299246610347,0.12246990203857422,88.70894152837415,88.45693853590805
83,3.7223273034493936,0.26077788633582716,0.13696813583374023,88.70894152837415,88.44816364203832
84,3.722338516794737,0.2510117105768838,0.12079620361328125,88.70894152837415,88.45792981779726
85,3.722300172192016,0.2525142783861486,0.11975860595703125,88.70894152837415,88.45642724998801
86,3.72231743311445,0.24577147919758624,0.10781574249267578,88.70894152837415,88.46317004917657
87,3.722297724104219,0.24428927031527756,0.1048126220703125,88.70894152837415,88.46465225805888
88,3.722286399950078,0.2396627567011423,0.09569549560546875,88.70894152837415,88.46927877167302
89,3.722287774037441,0.24682671988957663,0.11085700988769531,88.70894152837415,88.46211480848457
90,3.722275135521976,0.23991649155144612,0.094635009765625,88.70894152837415,88.46902503682271
91,3.7222603681373982,0.2378078928149956,0.09096717834472656,88.70894152837415,88.47113363555916
92,3.722275569336963,0.2334768161603464,0.08041000366210938,88.70894152837415,88.4754647122138
93,3.7222807186926943,0.23622611211793015,0.08819770812988281,88.70894152837415,88.47271541625622
94,3.722262200124395,0.23141721580945745,0.07578039169311523,88.70894152837415,88.4775243125647
95,3.722283870382367,0.23146892966837251,0.07647705078125,88.70894152837415,88.47747259870579
96,3.7222479573578067,0.2294607011943699,0.07050514221191406,88.70894152837415,88.47948082717978
97,3.7222558755738673,0.229106568902932,0.06961631774902344,88.70894152837415,88.47983495947122
98,3.722257882563014,0.2286624320679346,0.06750869750976562,88.70894152837415,88.48027909630622
99,3.722260749801356,0.2285903708691578,0.06753158569335938,88.70894152837415,88.480351157505
100,3.722275226324979,0.22855877255890025,0.06743359565734863,88.70894152837415,88.48038275581526
