epoch,train_loss,train_mean_error_deg,train_median_error_deg,train_p90_error_deg
58,0.0012157733261949418,1.2564705626136374,0.9868245737009573,2.633824193565434
59,0.0011754643772595966,1.0281407614054103,0.8439988902905355,2.0494630551754343
60,0.0008153075660539074,0.9395038295205025,0.7565787819958274,1.9214817756081635
61,0.0006554134630611405,0.9893958526536542,0.8219638420990094,1.9726508759825097
62,0.0007227028278722153,0.9512836227858379,0.7949513761444678,1.9306580959512076
63,0.0006610980466038535,0.9469290131398442,0.7972695805847394,1.896398099386656
64,0.004375895202565794,2.5863599605751855,2.164767145617958,5.123475824999895
65,0.0016572797375061605,1.8828008530587614,1.5722348012889,3.8002246935383086
66,0.0011764131170126577,1.1078792354434133,0.8726252909348773,2.212949375938221
67,0.0008223813575315014,0.9244695293971147,0.7274921356482338,1.8944320438431224
68,0.0007867398488528783,0.9164210051385345,0.7435784531392073,1.8516987689808075
69,0.0008513914411242619,0.9850894394826358,0.8126015992814359,1.9845537283441592
70,0.0006692698738697059,1.0221697833823886,0.859750867999864,2.0619721107253244
71,0.000568491918539397,0.8814463479031149,0.7309816883583835,1.7882994614876737
72,0.0006027202379402312,0.792819287748634,0.625009954553704,1.5724267114053987
73,0.0006495302360004114,0.917303197326759,0.7249738531837266,1.900270094360522
74,0.0005439645707485875,0.8830919746595799,0.7365536185650967,1.7876969302382606
75,0.00047816059380473833,0.7679597210133172,0.6231224481639543,1.6052487026301951
76,0.00044057111283327984,0.7979075386899567,0.6661420071178412,1.6496872070842414
77,0.00045643711662727985,0.8566204117303196,0.7353167116500572,1.7263011939906618
78,0.00041589017076865446,0.7710572053175189,0.643122627009447,1.575263845914955
79,0.00042033471677323345,0.6914633452787269,0.5516615777750076,1.4636709598039717
80,0.000419901915405765,0.7937780981773002,0.6524948258716847,1.6441519172631018
81,0.00041657390034768936,0.8926032299581004,0.7604825703516696,1.8233384937362507
82,0.00039866688662936985,0.7191394503821291,0.5941081475745591,1.4916935069088908
83,0.00038668144870807405,0.6743150777433395,0.5476972592123559,1.4346509910377794
84,0.0004084890219193263,0.6949058026492062,0.5614385455780706,1.4306656831933908
85,0.00035559587841407753,0.6963901932951929,0.548680810353602,1.4622921544973908
86,0.00037335291547063444,0.6927479127974722,0.5656307501097473,1.4270741724516627
87,0.0003758342470380984,0.7179854483628195,0.5768202091837793,1.5170733690468896
88,0.000359816718780172,0.7984501580235548,0.6780617874001109,1.5955320522518008
89,0.0003561428025750872,0.8352974110602194,0.7215859585795954,1.6810521463220256
90,0.00039216747357843863,0.7594386820681904,0.5939833984549807,1.6268276218049977
91,0.0003583417648199164,0.8452808915789243,0.6861453772389723,1.7678559611125797
92,0.000354893047451715,0.7535480162205574,0.6166554368455621,1.5786242689744543
93,0.0003539595730667232,0.8467428230127315,0.6993969341667423,1.7845607069846807
94,0.0003613583667700742,0.7500170717260612,0.6254289050590103,1.522272032511674
95,0.00036072643620034116,0.7287327060385496,0.5812157227071708,1.5404277891028018
96,0.0003376086047483521,0.7563354078351964,0.6053199850658757,1.5656987111167726
97,0.0003481422932349077,0.7014001674843762,0.5666740327854995,1.463382664668655
98,0.0003284437775606187,0.6424420911690709,0.5120764659179429,1.3426302803196366
99,0.00032083946922718115,0.7287990415762978,0.601305291582122,1.4932769949895914
100,0.00033553540709005506,0.8204111229112429,0.6736365094403283,1.7043760201561364
